Transaction ID,Customer Name,Product Name,Quantity,Unit Price,Transaction Date,Country,City,Payment Method,Shipping Method,Status
25a75464-61c5-47f9-aa99-5550aa8b6be7,Leslie Livingston,spring,1,273.24,2024-02-18 00:31:52.197016,New Caledonia,West Philipmouth,Cash,Express,Shipped
dcc8f74c-b323-4002-8e75-e0c5116d2e2a,Charlotte Gilbert,draw,2,457.32,2024-04-25 06:20:06.818670,Suriname,Tuckermouth,Credit Card,Express,Pending
be9e7519-b0f4-45c4-a5e9-e34b10fff6ef,Gary Coleman,huge,4,424.35,2024-04-11 05:44:29.325948,Tajikistan,Cooperport,Credit Card,Standard,Processing
53a2e913-b7fa-45b5-8792-e6a64fde7c58,John Snyder,Mr,3,344.85,2024-01-25 23:19:25.209493,Niger,Davidport,Cash,Express,Pending
af8a0319-6065-4e74-b09b-04e3cf97ded8,Carrie Garcia,ahead,10,826.7,2024-02-17 09:31:25.054431,Bhutan,Andersonberg,Credit Card,Standard,Delivered
65298513-4e67-4175-b63c-744321e8b3f2,Travis Mcpherson,husband,2,457.3,2024-01-22 09:00:22.130122,Belgium,South Elizabethborough,Credit Card,Standard,Pending
f06c7158-b0ae-4e4f-954d-fc33964994ae,Valerie Mcgrath,dream,4,325.89,2024-01-03 23:19:15.058779,Wallis and Futuna,Port Mary,Credit Card,Express,Pending
a74eed05-e83d-465f-83e3-c9eb3bfead8c,Terry Rodriguez,the,5,30.24,2024-04-25 09:22:37.354445,Cuba,Port Ronaldport,Cash,Standard,Processing
b6d6f4c8-e54a-4385-940b-01810e2f852e,Cody Davies,inside,3,875.35,2024-04-21 21:22:03.135430,Seychelles,Lopezfort,PayPal,Express,Pending
483977b5-9d34-4cbb-b0b6-75d8c05abd70,Jerome Berger,a,6,692.18,2024-04-21 21:43:01.478497,Netherlands Antilles,Rebeccachester,Cash,Express,Processing
ca0d3ffe-03e0-40cd-9e07-d4ec1a4ee8f2,Bradley Lyons,thus,7,455.02,2024-03-28 02:38:21.615832,Saint Barthelemy,South Amyville,Cash,Standard,Shipped
c5384fc9-0ab4-4a1c-a58c-4c3924ab2208,Kelly Shannon,threat,8,100.95,2024-01-31 00:15:01.616049,Jamaica,Lake Donna,Cash,Express,Shipped
05dfe2b4-aa81-4bac-b1f3-aef7e7fca707,Vanessa Ochoa,owner,7,776.98,2024-03-28 12:45:52.229632,Namibia,Kleinburgh,Cash,Express,Processing
67db05d6-bc2d-4b11-9bcb-425e48adb934,David Clark,change,7,777.09,2024-01-03 11:59:10.271802,Colombia,East David,PayPal,Express,Shipped
38d050eb-1bf4-4ab6-9f7b-9c6c40680317,Anna Mills,clear,1,759.16,2024-01-01 16:43:29.620562,Burundi,Matthewbury,Cash,Standard,Shipped
dffb2139-86cb-41f6-93c4-e97613d13792,Justin Hayes,skin,7,382.79,2024-01-11 20:45:06.695560,Macao,Hectorfurt,PayPal,Express,Processing
7c92d291-c19c-4342-bc5e-1a3b434627ee,Jessica Maddox,language,9,443.77,2024-05-01 07:31:50.579386,Congo,Edwardfurt,PayPal,Express,Delivered
da57dde3-6a82-4f11-b682-f84f73ae4550,Bryan Murphy,wide,4,138.45,2024-02-24 10:13:32.908316,Nicaragua,Wrightshire,PayPal,Standard,Delivered
62a7ce59-c366-4358-a3cc-24dc2d6fe8c5,Loretta Mcmillan,sell,8,192.66,2024-03-15 13:01:59.607947,Philippines,West Jasmineville,Cash,Express,Delivered
676b9255-c5b2-45ec-91da-1943b90324ba,Robert Brown,condition,7,323.04,2024-03-24 00:08:12.041622,Mozambique,East Andrewfort,PayPal,Standard,Shipped
ad6c3998-44d6-438d-889c-5b1b9b7313d9,Margaret Henson,answer,10,895.33,2024-01-19 11:10:05.416417,Mauritius,South Tony,PayPal,Standard,Pending
38005dbd-19ec-441a-8c85-c74467e37804,Linda Ponce,camera,8,290.98,2024-04-12 11:02:48.121202,Thailand,Andresbury,Cash,Standard,Delivered
59adfcb8-d30f-4e29-8fd8-e6f324964717,Brittany Hart,improve,4,10.34,2024-03-26 18:15:34.702967,Moldova,West Christopherhaven,Credit Card,Standard,Pending
e34a9c91-eb93-418d-9063-5f1b0f6f773b,Erika Delgado,already,8,541.82,2024-01-30 10:14:43.749017,Greenland,Guerraland,Credit Card,Standard,Processing
793f914e-1803-4738-b60c-5eba8b0c191a,Timothy Brown,close,1,630.85,2024-04-12 10:17:03.815784,Bermuda,Lake Brianna,PayPal,Standard,Delivered
3734c326-346e-4287-a323-1184d3be8e65,Kevin Blackburn,provide,7,532.17,2024-04-23 06:33:56.219664,Uzbekistan,Lake Elizabethfort,Cash,Standard,Shipped
a0698cee-1507-4ad9-8354-8b96ca221753,Leslie Burch,discuss,1,867.78,2024-03-18 20:36:50.895695,Malawi,Port Sarah,PayPal,Standard,Shipped
35d700f3-f751-4a76-9f08-e664a026743b,David Kennedy,speak,9,180.46,2024-04-10 22:32:51.944113,Syrian Arab Republic,Timothytown,Cash,Standard,Processing
84f98e5d-6331-4dc1-bee3-0a5f5c60a391,Angela Allen,law,1,686.0,2024-02-28 22:31:42.273588,Isle of Man,Port Shanefurt,PayPal,Express,Processing
2b5891bf-5483-4519-8043-ed49ea3464e7,James Sheppard,or,6,415.15,2024-05-01 11:35:58.128499,South Africa,Williamview,PayPal,Standard,Shipped
fb11961e-7037-44d2-aa9d-c368e4c1b538,Robin Hamilton,that,6,599.2,2024-01-20 23:27:17.656596,Burundi,Leetown,Cash,Express,Pending
bccdead3-2477-4492-9bb0-6cce43b88d73,Vicki Hicks,point,5,92.08,2024-04-15 09:03:38.074342,Heard Island and McDonald Islands,Jeffreyfort,Cash,Express,Pending
de8a7a38-2da7-4288-b0f7-15bf9a030be7,Evelyn Compton,PM,6,858.42,2024-02-09 14:32:27.435894,Solomon Islands,Lake Lindsayshire,PayPal,Standard,Shipped
ac816801-e2dd-40ca-80f1-c637ea15ef64,Jessica Malone,nice,10,250.26,2024-04-30 05:48:16.569905,Cameroon,Jimenezview,Cash,Express,Processing
6101e83a-8518-47d6-bff3-bd48356e1160,Robert Williams,foot,4,919.08,2024-01-16 11:26:36.677346,Tuvalu,Jonestown,Cash,Standard,Pending
bb508522-10d1-4eb3-aedd-07c02f046689,Angela Patel,study,5,101.57,2024-03-08 10:03:28.070499,Belarus,North Leroy,Cash,Standard,Delivered
5e19dbf4-87ee-4e2e-a0f6-88049768f3ec,Bradley Conley,know,1,843.15,2024-04-26 03:30:50.362204,Cape Verde,North Lisastad,Cash,Standard,Processing
4a996e63-c327-428f-bba9-b24d279f53c4,Dr. Joshua Lee,suffer,3,986.98,2024-01-03 01:09:18.278655,Cocos (Keeling) Islands,South Brianshire,Cash,Standard,Shipped
86c3fad7-f3ff-47b8-9887-deb50baab61d,Evelyn Morris,western,3,297.57,2024-02-11 14:42:15.997948,Falkland Islands (Malvinas),Robertburgh,Credit Card,Standard,Processing
37d68ce0-29be-4ec2-a9ad-bdb153edd825,Nathan Johnson,onto,7,276.21,2024-04-20 19:30:07.324901,New Caledonia,Kellystad,Cash,Express,Pending
3186fe61-e9ed-4ff5-ac7d-adaea98fec3a,David Hopkins,final,2,937.67,2024-03-10 03:24:15.799259,Russian Federation,East Williamview,Credit Card,Express,Shipped
69d09b1a-2507-49ae-b854-07863f33d2f0,Kendra Sosa,serious,5,775.19,2024-03-24 02:35:06.203793,Austria,Velezmouth,Cash,Express,Processing
763967d4-bdc3-4704-9a44-0a53f44d8245,Mark Smith,total,9,135.4,2024-04-09 19:25:13.375247,Senegal,Rebeccastad,Credit Card,Standard,Pending
c53b7234-cd83-46c1-bb71-27b909800a8b,Lindsey Bailey,whole,6,430.24,2024-02-15 02:18:36.039347,Aruba,Port Ryan,PayPal,Standard,Pending
f0b616f5-d7ea-4289-b2bd-9f4a7900af1c,Jonathan Hale,low,2,492.94,2024-04-17 16:37:30.139831,Kuwait,West Ronald,Cash,Express,Shipped
0885d924-53c3-478f-acca-f4536d738e3b,Brian Gonzalez,threat,7,396.03,2024-01-19 12:01:36.791047,Israel,Port Jeffrey,PayPal,Express,Processing
e3609fb2-063b-43b4-b364-55a8bd13191f,Allen Graham,on,1,285.09,2024-04-13 01:25:09.420190,Samoa,Ryanberg,Cash,Standard,Processing
112024e2-64f3-47e7-aa7a-277528ec5425,Tammy Cox,develop,1,57.89,2024-02-18 18:28:56.929208,Mexico,New Laurachester,Credit Card,Express,Shipped
8e6831a8-18f1-44df-80ff-480d22fc0712,Jessica Martinez,hold,7,985.97,2024-05-02 09:06:15.085876,Luxembourg,Lake Victor,Cash,Express,Delivered
275b9163-e218-40c4-b63f-6f5114f97568,David Whitehead,certain,9,638.76,2024-01-27 02:05:07.535506,Solomon Islands,Hensonfort,Credit Card,Standard,Delivered
0eee9ac7-5d7f-4c0a-a4b0-8ac86dfd2342,Sandy Powers,through,5,649.08,2024-04-30 21:35:47.534993,Mongolia,South Matthewchester,PayPal,Express,Processing
399788aa-2cd0-4996-b84c-e908c8e7a561,Jack Byrd,prove,8,632.4,2024-04-05 14:41:22.270015,Bahrain,New Stacyfort,Cash,Express,Delivered
81403a2a-2ea2-44b7-8ed3-91cd3ec1570a,Connie Yates,operation,5,484.91,2024-01-31 09:30:35.485323,Mozambique,Williamsonfurt,Credit Card,Standard,Shipped
59f743dc-cd62-486b-b81a-f72544269e6e,Richard Burton,executive,6,240.03,2024-01-21 00:15:44.839268,Monaco,Darlenemouth,PayPal,Standard,Delivered
cae9d444-2eb3-48f2-be5e-ddac577bca66,Diana Jimenez,whatever,10,217.02,2024-03-16 04:33:33.666107,France,Berryshire,Cash,Express,Pending
86ca7be1-500c-4b92-bce4-b7ef8cee2f0d,Kelly Gomez,yourself,3,376.74,2024-03-15 17:08:51.869957,Bermuda,Christophermouth,PayPal,Standard,Pending
999a4a2e-f97b-4111-a1ee-a20ca03aba8b,Carlos Moore,name,10,130.29,2024-02-25 17:33:18.993953,Dominica,North Thomastown,Credit Card,Express,Processing
a8a408c4-7a27-4dbc-bba2-40236cb5a822,Ronald Wilson,dream,6,974.51,2024-04-17 14:11:12.919108,Guinea,South Adrianshire,Cash,Standard,Pending
727c014d-2b86-4aab-b383-6dff862f6ec9,William Harper,where,5,893.28,2024-03-10 15:32:22.765610,Myanmar,North Eric,PayPal,Express,Pending
56def789-e972-4d26-8b10-c0df631b9f46,Frances Carter,effort,4,51.02,2024-02-24 16:30:48.653574,Tonga,Haydenburgh,PayPal,Standard,Processing
e9f06434-3d5b-4fb6-a487-ea0bbaca2851,Anthony Carter,accept,6,246.91,2024-02-14 09:28:48.776155,Iran,Lake Anthonyview,Credit Card,Express,Delivered
9943e140-70cf-468d-b671-a9234531b82f,Troy Weiss,down,3,813.81,2024-03-21 01:04:09.522962,Cote d'Ivoire,Hopkinsborough,Cash,Express,Shipped
db0455e9-dcf5-4e82-9087-d273afbc9faa,Karen Smith,special,10,894.67,2024-01-03 21:11:59.196223,Isle of Man,North Traviston,PayPal,Express,Pending
ac8f4995-6bb1-44a1-9281-5327ab98701c,Nicole Hayes,always,3,51.04,2024-01-21 04:36:54.990732,Dominica,West Christian,Cash,Express,Shipped
f6923363-5534-4697-bd1e-6588596c86da,Christopher Nelson,similar,2,643.48,2024-02-03 03:22:29.757887,Saint Kitts and Nevis,Port Josephbury,Cash,Express,Delivered
9269f8cd-25bd-42da-9ef9-f91134d42d1e,Tricia Riley,door,6,968.65,2024-02-29 21:10:05.660957,Czech Republic,New Kevinstad,Credit Card,Express,Delivered
cbb77755-12ed-495e-9dce-0bff3c122c95,Mathew Green,join,7,488.23,2024-04-06 01:45:30.573077,Moldova,Jennifermouth,Credit Card,Express,Pending
e5ff0168-d03f-492c-97b1-5a5b2b6ea5d4,Olivia Gutierrez,room,4,174.77,2024-01-24 15:25:16.373692,Finland,Matthewhaven,Cash,Standard,Delivered
11d3433b-123e-4a15-84eb-a8b50174e2ee,Arthur Mccarthy,ago,1,38.0,2024-01-28 06:37:52.178860,United Kingdom,South Jasonberg,PayPal,Express,Pending
5ba27ebf-c8c8-432c-bb11-ddd1dace3846,Edwin Anderson,whose,1,278.73,2024-02-18 21:52:30.605885,Dominica,Jessicaport,PayPal,Standard,Processing
1a245421-089a-4ead-b748-a39f6804b02a,William Zamora,morning,3,464.24,2024-04-03 06:12:48.300256,Gabon,Sarahshire,Credit Card,Standard,Delivered
04326dad-72e4-46b8-afa1-652b27ddc50a,Susan Parrish,ten,9,753.84,2024-03-04 23:05:34.656483,Holy See (Vatican City State),Port Courtney,Credit Card,Express,Delivered
aa63ed47-959d-4a3a-9ca9-b50ccf761cf4,Teresa Thomas,look,7,661.53,2024-01-24 19:02:34.849593,Jersey,Port Melissafurt,PayPal,Standard,Processing
8825830c-e4ad-4141-880f-eca1a2691a02,Morgan Garza,herself,5,701.41,2024-01-05 03:08:42.509057,Brazil,East Charlesville,Cash,Express,Processing
2e21a4ff-15d3-4ad8-b18d-d56188d98c4e,Joshua Reyes,send,1,51.05,2024-03-18 21:28:32.597940,Colombia,New Lisahaven,Credit Card,Standard,Pending
1866cb32-00be-4315-81a5-5fb5850b9e38,Brianna Ballard,song,3,670.01,2024-03-10 08:01:27.990722,Cambodia,Dominguezview,Credit Card,Express,Pending
5bfe7b6a-7948-4ac9-8a7c-db46fdecb902,Jessica Ball,police,8,481.9,2024-04-22 15:47:04.367652,Marshall Islands,East Jennifermouth,Cash,Express,Processing
c1a6fa82-2e9f-48a5-8f21-986b1c613a39,Carolyn Daniels,to,3,684.14,2024-04-08 01:11:38.577282,Tunisia,Woodstown,Credit Card,Standard,Pending
7b5aec98-7541-4b0d-83b6-71b7a9cc0f57,Cheryl Rodriguez,tonight,6,531.46,2024-02-13 19:54:31.070636,Papua New Guinea,North Caitlin,Cash,Standard,Pending
2dca7c13-a4c2-4eaf-83c1-545b5312be99,Amy Hart,reality,2,810.77,2024-03-08 01:43:53.795520,Malta,Kirkborough,Credit Card,Standard,Delivered
82693c38-d164-4ca7-9f8d-9b20eb0b1d51,Beth Davis,weight,5,832.33,2024-01-10 09:43:05.152809,Hong Kong,Timothychester,Credit Card,Express,Delivered
4375877c-88a9-4427-8cd8-0cc78d643fa5,Debra Butler,all,5,387.9,2024-04-04 11:25:03.303255,Brazil,Lindaburgh,PayPal,Standard,Shipped
ed8c1793-e09b-411b-849c-1df094294c6e,Garrett Arnold,environment,7,612.48,2024-01-07 11:22:50.688255,Dominican Republic,Lake Tyler,Credit Card,Express,Processing
059fda07-d9d7-4d57-9f02-0bfc564545fc,Randy Thomas,southern,7,332.53,2024-01-24 05:30:02.723106,Chad,Whitemouth,PayPal,Standard,Processing
53d719d2-2f86-47ec-98c7-3354ca8bb579,Ricardo Freeman,area,2,87.5,2024-02-10 18:21:04.846041,Costa Rica,Robertstad,Credit Card,Express,Shipped
a7636d37-95d0-4a23-a238-b3d7d4af9ef5,Aaron Bowers,music,8,240.4,2024-01-29 10:50:06.361962,Hungary,West Ricardoburgh,Cash,Standard,Pending
73a91373-c3c4-48b8-8464-8037be9cd773,Alexandra Kaiser,radio,6,95.6,2024-05-03 05:31:47.034581,Northern Mariana Islands,Thomasberg,Cash,Express,Processing
a12e4f14-b4f8-4d09-8ff1-c13c7a59d0e1,Michael Stuart,drive,9,290.64,2024-01-13 03:24:52.581220,Austria,New Zachary,Cash,Standard,Shipped
bfebe480-6e94-44b3-b6a8-f89166abf4a2,James Ford,young,1,536.97,2024-02-16 04:33:18.657787,Norfolk Island,Martinezville,Cash,Express,Shipped
7910304c-0698-4f55-91d2-cc6d6b17b8a6,Nathan Miranda,would,5,182.04,2024-03-19 15:40:45.589413,Faroe Islands,Hansenbury,Credit Card,Express,Shipped
be333b8f-024b-47a8-a9ef-96e36e3c6290,Mrs. Teresa Miller,idea,5,881.14,2024-01-19 08:18:01.248838,Liberia,Andrewburgh,Credit Card,Standard,Processing
dc465fd1-479c-4db4-9c38-f81118dfdecf,Amy Webb,set,9,518.37,2024-03-04 00:06:39.193610,Tanzania,Port Nicole,PayPal,Express,Delivered
bca9b296-e751-4065-969b-d7b0606dc44f,Andrea West,worker,10,34.71,2024-02-24 05:34:53.383824,Dominican Republic,Lake Jeffrey,Cash,Express,Delivered
e6da312d-f017-48e0-abda-912053458169,Amanda Morgan,century,10,548.64,2024-01-04 23:45:04.536821,Pakistan,Lake William,Cash,Standard,Pending
ea721abc-6932-4c1d-9c5e-e6e404e74986,Shawn Wilkins,worker,9,144.25,2024-04-08 04:27:09.678146,Myanmar,Martinezport,PayPal,Express,Pending
075e1e5b-430d-4f8d-9fa1-6af280508d2b,Maria Castaneda,arrive,5,610.47,2024-04-13 09:55:32.160924,Nauru,West Nancyview,PayPal,Express,Shipped
bfd2bf54-656e-483c-92d3-4af9cfa1a9f7,Dr. Nancy Elliott,medical,6,774.8,2024-04-29 10:58:59.704384,Tanzania,East Sandra,Cash,Standard,Delivered
addeca5e-6d09-4e51-b731-b774b6acad18,Lisa Goodman,phone,5,769.53,2024-02-16 03:42:21.926505,Pakistan,East Robertbury,Credit Card,Standard,Processing
6bd19c12-1118-4244-aa11-ec0fe22361f4,Nicole Schwartz,professional,6,934.9,2024-01-27 04:10:28.799603,Palau,East Amandafurt,Credit Card,Standard,Shipped
44960700-8c8b-4aff-86c6-b0a18bb4ef9c,Mary West,size,5,29.42,2024-01-13 01:11:55.164361,Argentina,Myersborough,Cash,Express,Processing
c27f3af0-ca07-431b-a141-9e2ab9e12497,Benjamin Walker,in,9,673.82,2024-03-15 00:34:36.762188,Jersey,Richardburgh,PayPal,Express,Delivered
ecd3589b-d4a6-487a-9959-1229817636f5,Joseph Bowers,life,3,994.2,2024-02-01 13:10:45.265961,Lesotho,East Brendaborough,Cash,Standard,Delivered
5c38af1d-24e1-4c79-baff-cc14e9ad4bbe,Miguel Hogan,carry,6,288.04,2024-04-20 13:46:00.124724,Chile,Batesbury,PayPal,Express,Delivered
5f5ffa59-880e-46f3-978c-56e7ea3e5eba,Anthony Bailey,east,5,881.29,2024-01-20 10:38:33.346713,Sri Lanka,Lake Angela,PayPal,Standard,Shipped
7d6d65bb-a269-4768-a8fc-d202eb119908,Teresa Mejia,better,2,137.63,2024-02-20 04:40:27.456828,Egypt,Cantrellside,Cash,Express,Shipped
f090324d-a608-45d5-b245-2fdb2d7ad016,Mrs. Kim Cruz,pick,4,430.37,2024-02-01 08:53:42.087282,Heard Island and McDonald Islands,West Amystad,Cash,Express,Processing
fe8a7d3c-c769-4e23-bfc3-91dfe2304157,Kara Lamb,fight,1,165.95,2024-02-21 13:49:59.039396,Panama,New Michaelfurt,Cash,Standard,Pending
bf1c71c5-26cd-4937-998d-19b8928a05ed,Michael Mitchell,organization,8,660.3,2024-04-13 19:10:12.329825,Belarus,North James,Credit Card,Standard,Delivered
b047bf68-ff41-4f1b-9492-a4def5ba584e,Erin Perry,set,6,712.31,2024-03-20 09:44:23.893880,Lebanon,Joshuachester,Credit Card,Express,Processing
9d59aa25-8f9a-4613-ae13-9a2c28f4c657,Lindsay Nelson,eat,9,946.84,2024-01-22 07:52:17.339207,French Southern Territories,Webermouth,Credit Card,Express,Processing
e5ddb143-e117-4c84-b4da-9c36e42f9b64,Michael Wagner,prepare,7,199.79,2024-04-05 04:49:17.318107,Falkland Islands (Malvinas),North Robertport,Credit Card,Standard,Delivered
9b131d91-d8d5-442e-b0d3-66b3d96e7e1d,Mary Gallagher,analysis,7,748.67,2024-03-14 05:04:27.628365,Burkina Faso,South Tiffanyview,Cash,Express,Shipped
d1b788a8-11f0-4bdf-b121-8b409e96288a,Danielle Knapp,left,9,327.66,2024-02-12 22:07:07.081738,Ireland,North Anna,Credit Card,Standard,Processing
69c7b488-6bb4-4641-8955-49f87496ac3e,Carolyn Davis,bill,7,357.57,2024-04-13 03:28:32.421136,Bahamas,Richardsonland,Cash,Standard,Processing
852e03b6-e104-4174-8a44-a71f877904d4,Cory May,deep,3,860.28,2024-03-04 20:52:18.590219,Ecuador,East Juanland,PayPal,Standard,Delivered
606b657c-69e6-4504-b4a7-b277fd709aae,David Brown,where,10,693.24,2024-01-29 21:31:40.183096,Spain,Hillport,Credit Card,Standard,Delivered
f5c0ee12-87aa-4693-9cc3-6f58d856e9fb,Anthony Singh,war,8,40.38,2024-02-06 16:22:08.491055,Iran,Emmamouth,Cash,Standard,Processing
b9f97f5a-ede5-43b0-80ae-954f518d9ca8,Margaret Lin,method,3,168.26,2024-02-22 00:04:32.319316,Greece,Staceyhaven,Cash,Express,Pending
5dba7181-4b93-4051-b066-d59bf56719e2,Renee Gibson,culture,2,814.99,2024-03-03 21:28:30.362229,Honduras,Jennyside,PayPal,Standard,Delivered
f09bd3d5-66bb-4d26-9416-571e0fb898a7,Michael Robinson,might,1,505.35,2024-04-10 17:36:50.253422,Bangladesh,Bethville,Credit Card,Standard,Shipped
cc3f5e90-985b-4cf6-a617-5f79f6881ead,Jill Davis,subject,9,139.5,2024-02-24 08:40:48.844023,Russian Federation,Robertville,Credit Card,Express,Processing
e871c227-b46f-4c51-b5eb-66cb76a4074f,Danielle Bender,last,10,431.34,2024-04-11 16:12:43.072429,Heard Island and McDonald Islands,New Jeffrey,Credit Card,Express,Pending
c5aa9e06-7e65-4a55-9c58-c7fa5fa7174b,Tasha Miller,bill,5,445.87,2024-05-01 06:53:20.819667,Dominica,Smithfurt,PayPal,Standard,Shipped
efeeb0ef-9c55-40b9-827b-ee978a0fedd3,Mary Wallace,everyone,9,511.63,2024-04-02 17:43:10.957738,Equatorial Guinea,Andrewsstad,Cash,Standard,Delivered
0a304cfd-992b-4043-9e82-6d058862d685,Troy Wright,administration,5,472.42,2024-02-25 18:04:47.705770,Cote d'Ivoire,East Albert,Cash,Standard,Pending
60c506f1-3b4f-4fb2-b73f-e6861891e379,Mary Jones,claim,2,206.25,2024-03-09 05:40:55.039380,Lesotho,Georgefort,Credit Card,Express,Delivered
21ab15ae-176d-4e3b-b264-cd3281de18fd,Tina Pittman,plan,9,683.64,2024-05-02 16:40:46.102518,North Macedonia,Simmonschester,Cash,Express,Processing
e29ab37a-bc83-4238-a209-6ce1feabad3e,Cesar Green,place,4,592.56,2024-01-26 18:45:24.762293,Togo,East Edwardberg,PayPal,Express,Delivered
66e7c536-716c-41f0-b6f1-c412d2552d70,Terry Curtis,beat,2,357.41,2024-04-05 09:11:11.378818,Paraguay,Lake Russell,Cash,Express,Shipped
4e700d2c-dcad-4645-859b-b66dd0dfe9ab,Stephen Lee,song,4,799.66,2024-02-28 09:47:44.315774,Mauritania,Robinstad,Cash,Express,Pending
d864533d-55e2-415e-8cf4-a3e4c27fa15d,William Barrett,put,8,680.24,2024-03-01 05:15:47.045685,Montserrat,Paulburgh,PayPal,Standard,Processing
45d78d52-9666-4919-80d5-d03a270de36f,Derek Hernandez,whether,7,977.08,2024-02-27 18:59:19.215420,Kuwait,Richardshire,Credit Card,Express,Pending
fc266a4a-7359-440a-a0bc-745bf460bf9e,John Martinez,easy,1,306.99,2024-02-08 22:23:39.177819,Martinique,East William,Cash,Express,Shipped
42849495-c845-4af7-9517-0e769b709486,Regina Thomas,us,8,575.2,2024-02-10 09:30:17.933401,Saint Martin,Lake Lawrenceside,Cash,Standard,Pending
59b256e9-f0d2-4e64-bcb0-bbe1b324ce50,Dana Martin,health,9,644.14,2024-04-13 10:30:27.314178,Singapore,Youngland,PayPal,Express,Pending
b5755291-6e28-4bc6-b2cf-7217ef48db29,Malik Rodriguez,it,5,572.88,2024-05-01 23:32:44.808814,Equatorial Guinea,Millerborough,Cash,Standard,Pending
c8b164b3-9c27-40a9-a908-b32d66ac0e12,Olivia Shaw,continue,6,653.02,2024-02-22 23:39:25.950781,Vanuatu,Millerchester,Credit Card,Standard,Shipped
3c125885-e3b2-40e1-946a-98a1f2cdb544,Rebekah Watson,lawyer,3,89.88,2024-02-27 03:38:39.585747,Jordan,New Emilytown,Cash,Standard,Pending
aee48ab6-ce9e-48e8-9e6f-047b3d44f6f8,Hannah Harrison,election,5,215.08,2024-01-05 23:38:49.193261,Portugal,New Jonathan,Credit Card,Standard,Processing
777e3330-2d8b-43c7-b6b7-15d4369cbff3,Brandon Perez,land,5,56.78,2024-02-03 16:17:50.345185,Togo,Farmerstad,PayPal,Standard,Pending
575d6095-7057-498d-abc2-f6a92c2b178f,Austin Young,firm,3,12.75,2024-04-25 01:14:10.290943,Lithuania,New Christine,Credit Card,Standard,Delivered
7ba84dd4-1f8f-4422-b0f4-29fffa8a67e6,Erin Berry,perform,7,409.83,2024-02-03 11:19:12.422597,Rwanda,Potterfurt,Cash,Express,Pending
816b7441-f9ef-49dd-891f-ed3c026062c6,Elizabeth Parker,interest,5,486.99,2024-01-31 04:03:02.362491,Tokelau,Lake Christopherland,Cash,Express,Shipped
ccf2cc5f-a04e-4637-ac2d-b68380252e60,Alejandro Yoder,subject,5,693.84,2024-03-18 16:42:31.809756,Congo,Port Cynthia,Credit Card,Express,Processing
01718467-9c20-4dfc-991d-289962c42f3f,Jasmine Walsh,true,1,336.47,2024-02-06 02:50:51.404340,Uruguay,East Krista,PayPal,Standard,Processing
c4b3949c-ae3b-4bb5-9460-e02006468696,Michele Campos,information,8,734.98,2024-02-06 08:42:30.102594,Korea,North Andrew,Credit Card,Standard,Processing
51fdbb99-a35e-465a-9d2c-3481ba232a06,Derrick Palmer,suffer,3,178.18,2024-01-06 18:55:07.076856,Honduras,Jeremytown,PayPal,Standard,Pending
947d5d0d-f470-4da7-b622-08b07e85d5d9,Chelsea Simon,lay,4,516.06,2024-01-15 05:43:27.865293,South Africa,Adamfort,Cash,Express,Shipped
f53ae6db-d86a-4178-ba8b-ef37be7349bf,Charles Coleman,thus,9,412.41,2024-03-19 08:25:39.564894,Turkey,Castroport,Credit Card,Standard,Processing
ca288650-e675-4e6e-b12d-437717a69e2a,Rebecca Jimenez,turn,4,343.06,2024-04-26 15:29:41.210281,Cayman Islands,Port Dawn,PayPal,Standard,Processing
75dae223-4e01-4968-b184-8e1cc5fee29e,Michael King,feeling,6,801.48,2024-01-16 17:28:20.125010,Congo,Meganborough,PayPal,Standard,Shipped
376927e8-136a-4981-b126-f222c66db4da,Mrs. Erika Bates DDS,through,10,225.46,2024-03-10 13:28:29.636143,Trinidad and Tobago,Nicholastown,Credit Card,Express,Processing
f8f8663b-488e-4627-81a0-70f10fbc4041,Michele Dickson,big,1,936.55,2024-01-15 15:03:23.958649,Mozambique,Ruizview,Credit Card,Standard,Processing
12be0de6-129b-4010-827a-a2167194a0cb,Peter Moore,watch,8,760.17,2024-01-31 14:19:58.154532,Lesotho,Alexchester,PayPal,Express,Shipped
14695f63-1013-4a90-aae4-21bff1f21af0,Jason Garrison,less,5,690.13,2024-03-15 18:50:55.111842,Tunisia,West Briannatown,Credit Card,Standard,Shipped
e043acc8-436d-4ade-9bf2-33469fc1a7b0,Michelle Hernandez,audience,1,829.79,2024-02-27 16:16:34.185462,Israel,East Michellestad,Credit Card,Express,Shipped
8e4972f5-302a-4474-aec3-008f32c1216a,Jody Hicks,anything,3,669.11,2024-02-22 08:29:28.700187,Romania,East Tylerville,Credit Card,Standard,Processing
3011085a-cb55-436a-a7b4-b674ed0d4a63,Brittany Morales,white,3,146.14,2024-01-08 22:26:36.618487,Gambia,Nelsonland,PayPal,Standard,Pending
7ec0905c-b25c-48f4-a303-cd48a26b827e,Amber Merritt,majority,2,420.25,2024-03-12 04:07:25.491976,Argentina,South Nicoleburgh,Credit Card,Express,Processing
26d3dac2-35a9-4100-b566-bd12c956b584,Roy Hill,read,10,718.9,2024-02-02 00:06:29.441057,Moldova,East Aprilmouth,PayPal,Standard,Delivered
08b5789b-a6a0-4f00-a5d6-38049cda247a,Carrie Martinez,political,1,597.56,2024-03-05 18:14:56.340073,Marshall Islands,East Katherineport,Credit Card,Standard,Delivered
